9352	1
8267	2
2396	3
6296	4
9795	5
1830	6
1001	7
6159	8
7142	9
2287	10
6114	11
9697	12
9159	13
5578	14
4590	15
429	16
8177	17
8096	18
9589	19
3023	20
8092	21
6027	22
4192	23
6547	24
8634	25
9413	26
7177	27
5366	28
6387	29
97	30
3037	31
7768	32
569	33
77	34
5800	35
7607	36
1501	37
4150	38
9066	39
2911	40
5648	41
2812	42
3158	43
2244	44
360	45
1643	46
3417	47
713	48
822	49
4140	50
4011	51
2136	52
8291	53
2740	54
2057	55
2305	56
6225	57
7346	58
4327	59
5711	60
1726	61
4083	62
6158	63
4539	64
2808	65
9124	66
457	67
4804	68
639	69
2690	70
5079	71
8515	72
5880	73
6177	74
2754	75
2803	76
7496	77
9286	78
4933	79
9723	80
7560	81
9096	82
622	83
2420	84
2969	85
8610	86
8075	87
2252	88
9309	89
2266	90
1459	91
5487	92
8184	93
9462	94
4015	95
3687	96
6581	97
7054	98
161	99
4460	100
2531	101
6472	102
703	103
2700	104
8991	105
666	106
7363	107
3924	108
1699	109
87	110
8181	111
4951	112
7994	113
6919	114
9356	115
2757	116
381	117
7099	118
5489	119
9326	120
3725	121
7333	122
7176	123
8439	124
9531	125
306	126
7397	127
732	128
5423	129
1411	130
6734	131
1851	132
1567	133
3447	134
6742	135
6451	136
7613	137
1892	138
9460	139
8932	140
557	141
8600	142
6083	143
4088	144
6367	145
7372	146
7546	147
4632	148
1062	149
2329	150
5608	151
9819	152
4449	153
9735	154
4469	155
5295	156
3734	157
6295	158
9603	159
678	160
7790	161
449	162
5613	163
9064	164
9612	165
196	166
4660	167
4013	168
1621	169
5467	170
5501	171
8436	172
370	173
4450	174
4434	175
2234	176
1687	177
2668	178
6065	179
7046	180
6433	181
8372	182
2943	183
8722	184
5211	185
2792	186
1650	187
1767	188
3059	189
6116	190
7612	191
8158	192
7520	193
7491	194
9430	195
7893	196
8046	197
1651	198
6968	199
8352	200
4036	201
8814	202
4688	203
9543	204
949	205
3886	206
820	207
9217	208
206	209
327	210
2188	211
5312	212
1477	213
5741	214
5710	215
5703	216
5709	217
1082	218
914	219
5376	220
6111	221
7811	222
6973	223
1196	224
2773	225
6487	226
6434	227
2346	228
1480	229
4147	230
1407	231
8138	232
938	233
870	234
24	235
6909	236
1590	237
3769	238
5460	239
3723	240
4631	241
5406	242
6936	243
1395	244
9359	245
4992	246
8740	247
4842	248
8252	249
9383	250
4530	251
3444	252
3046	253
6	254
8424	255
9724	256
7977	257
9399	258
2126	259
4424	260
1955	261
695	262
700	263
6297	264
2796	265
1038	266
2087	267
4703	268
5107	269
2946	270
9135	271
95	272
7453	273
2393	274
926	275
1288	276
1340	277
8124	278
2435	279
5890	280
4666	281
9577	282
8495	283
6419	284
6730	285
3535	286
1978	287
6143	288
5806	289
121	290
7996	291
5169	292
3876	293
8208	294
1056	295
5689	296
9078	297
4515	298
5389	299
210	300
4723	301
8027	302
9661	303
8802	304
8126	305
8387	306
8935	307
8824	308
524	309
9548	310
4021	311
7064	312
439	313
241	314
5760	315
3727	316
8816	317
9670	318
2064	319
6538	320
6244	321
3716	322
7810	323
7234	324
4777	325
244	326
7898	327
675	328
7967	329
7399	330
5751	331
504	332
7755	333
217	334
817	335
7572	336
1433	337
6981	338
1458	339
9655	340
7692	341
130	342
4728	343
4025	344
2010	345
8405	346
2406	347
7120	348
6510	349
9120	350
1565	351
4200	352
153	353
4157	354
8404	355
3207	356
46	357
5604	358
6741	359
3669	360
1986	361
3060	362
2984	363
8883	364
2466	365
3996	366
2665	367
2029	368
6176	369
3848	370
4885	371
4829	372
3148	373
7042	374
9137	375
2410	376
3331	377
6471	378
6131	379
2932	380
2106	381
5361	382
7869	383
2444	384
7632	385
4291	386
302	387
918	388
9400	389
3399	390
9305	391
9479	392
447	393
6573	394
4921	395
851	396
4609	397
1635	398
6512	399
8364	400
4130	401
2901	402
8762	403
2442	404
7962	405
3668	406
455	407
2952	408
5448	409
3114	410
5813	411
2425	412
7788	413
875	414
4624	415
7710	416
3744	417
915	418
2067	419
1299	420
8874	421
1765	422
1720	423
8247	424
7727	425
417	426
1180	427
5068	428
7952	429
3002	430
8161	431
6799	432
6895	433
806	434
6767	435
3845	436
4744	437
8408	438
9095	439
1144	440
5462	441
7119	442
6149	443
401	444
4990	445
147	446
4658	447
8290	448
543	449
128	450
3525	451
3040	452
1571	453
9484	454
958	455
7682	456
1503	457
6353	458
4903	459
8560	460
4721	461
1634	462
8407	463
5598	464
9651	465
9788	466
1865	467
5303	468
3867	469
502	470
6293	471
8109	472
4729	473
3473	474
36	475
5479	476
7437	477
699	478
3618	479
4149	480
3501	481
3333	482
6584	483
1811	484
6523	485
341	486
7843	487
5914	488
9650	489
6147	490
2652	491
8276	492
6170	493
6628	494
6082	495
2979	496
7946	497
2586	498
1805	499
9682	500
3517	501
5737	502
2181	503
8954	504
6006	505
5007	506
3085	507
26	508
2236	509
5664	510
2610	511
3099	512
8222	513
3699	514
6328	515
3737	516
7675	517
178	518
6211	519
2930	520
1992	521
2873	522
4392	523
9552	524
5692	525
1701	526
5066	527
5555	528
2631	529
9260	530
7202	531
125	532
9200	533
6483	534
225	535
8238	536
1333	537
814	538
2569	539
6447	540
6252	541
4238	542
4101	543
5949	544
9617	545
8340	546
7116	547
4944	548
7551	549
5939	550
5938	551
9800	552
5382	553
4380	554
4297	555
6687	556
8939	557
3322	558
2771	559
920	560
7335	561
5465	562
2055	563
3379	564
7918	565
8849	566
8113	567
6787	568
5545	569
5293	570
3204	571
1820	572
1804	573
2660	574
3238	575
4724	576
2751	577
8054	578
3615	579
8272	580
205	581
7386	582
6758	583
2187	584
5401	585
3542	586
7091	587
6360	588
5638	589
2072	590
1730	591
7405	592
692	593
1306	594
7378	595
1766	596
1367	597
1368	598
1369	599
6843	600
4132	601
1737	602
5490	603
3592	604
4049	605
234	606
5889	607
4033	608
230	609
1749	610
1764	611
3056	612
2414	613
4265	614
4462	615
3659	616
7477	617
47	618
38	619
229	620
19	621
636	622
1422	623
7606	624
3469	625
1518	626
3902	627
2166	628
4232	629
1616	630
975	631
2856	632
6830	633
6344	634
2860	635
5502	636
5040	637
2677	638
251	639
3326	640
8053	641
8823	642
39	643
4048	644
7912	645
8219	646
8837	647
6768	648
537	649
1034	650
8280	651
5437	652
6013	653
250	654
155	655
4480	656
9087	657
2375	658
1484	659
2183	660
4199	661
2632	662
2589	663
8580	664
8423	665
4790	666
6521	667
4173	668
1711	669
114	670
5025	671
5787	672
4463	673
3952	674
4892	675
663	676
2090	677
893	678
4593	679
8296	680
5749	681
1692	682
9018	683
8809	684
2225	685
3649	686
9030	687
8199	688
218	689
2129	690
4131	691
612	692
3611	693
5109	694
1178	695
6760	696
5001	697
6236	698
2728	699
625	700
2170	701
7726	702
9450	703
467	704
2786	705
5565	706
4490	707
4636	708
7131	709
7164	710
5248	711
6068	712
6980	713
607	714
310	715
4809	716
7095	717
413	718
9515	719
8563	720
1490	721
3994	722
6318	723
9563	724
6379	725
4405	726
7312	727
3083	728
3082	729
4551	730
7223	731
1854	732
6990	733
2357	734
5318	735
6363	736
5612	737
7506	738
2355	739
3790	740
2078	741
8628	742
3175	743
2842	744
2745	745
4360	746
9474	747
187	748
9072	749
61	750
4095	751
6153	752
7678	753
4325	754
3626	755
9219	756
1077	757
8986	758
9429	759
5845	760
7835	761
1434	762
8792	763
1040	764
5181	765
680	766
2235	767
7604	768
1444	769
5180	770
5625	771
7484	772
8963	773
4301	774
6275	775
1448	776
832	777
5461	778
6441	779
7082	780
3411	781
5629	782
9592	783
9212	784
6949	785
5879	786
6563	787
8617	788
6024	789
4577	790
83	791
4376	792
9565	793
9806	794
3236	795
9425	796
1629	797
5540	798
1430	799
591	800
7704	801
2950	802
8170	803
1122	804
3514	805
1727	806
2609	807
8318	808
8385	809
4950	810
3254	811
4184	812
4194	813
4197	814
873	815
4190	816
2580	817
2430	818
7655	819
7700	820
5481	821
6172	822
4007	823
1124	824
1533	825
72	826
2884	827
8839	828
5289	829
9151	830
3394	831
5091	832
9156	833
5	834
679	835
3768	836
7166	837
6126	838
3673	839
6099	840
7785	841
7649	842
3806	843
2712	844
8074	845
6915	846
5650	847
8717	848
3247	849
9382	850
2582	851
5284	852
2956	853
2960	854
8153	855
8635	856
9377	857
4900	858
2330	859
1493	860
2189	861
7390	862
2286	863
4322	864
6175	865
5005	866
3000	867
8505	868
3818	869
1570	870
6036	871
837	872
2805	873
8592	874
7836	875
7515	876
6220	877
9501	878
7894	879
2767	880
228	881
5260	882
1860	883
3987	884
6309	885
1633	886
6993	887
9448	888
8927	889
8540	890
7324	891
8100	892
2854	893
2903	894
2539	895
149	896
2736	897
157	898
9388	899
3293	900
2413	901
664	902
222	903
7141	904
282	905
6788	906
9626	907
3776	908
9057	909
3154	910
7866	911
2470	912
74	913
2698	914
1311	915
7897	916
8273	917
6237	918
6103	919
4819	920
4079	921
5919	922
6123	923
5995	924
2937	925
8591	926
3904	927
3681	928
6269	929
5855	930
1128	931
9390	932
8650	933
7394	934
93	935
2794	936
3515	937
5934	938
8704	939
601	940
785	941
7182	942
1345	943
6912	944
5547	945
1498	946
9058	947
1911	948
610	949
6115	950
5151	951
5189	952
5503	953
8437	954
2810	955
319	956
7950	957
8388	958
7995	959
4928	960
2701	961
4687	962
544	963
8541	964
7261	965
9176	966
7696	967
3543	968
7677	969
8196	970
2279	971
6183	972
758	973
8468	974
2611	975
6242	976
8251	977
6078	978
2238	979
9502	980
2173	981
258	982
8147	983
2520	984
6568	985
9688	986
8099	987
8185	988
7447	989
6306	990
155	991
3168	992
7725	993
2809	994
2855	995
6286	996
6288	997
2790	998
7884	999
3532	1000
9809	1001
3705	1002
5801	1003
4366	1004
9180	1005
4678	1006
127	1007
5559	1008
394	1009
9028	1010
399	1011
7542	1012
3743	1013
959	1014
7684	1015
9796	1016
4576	1017
4035	1018
1985	1019
8949	1020
6626	1021
5673	1022
22	1023
