4637	103	5	7.96
6996	110	3	9.18
3542	117	4	8.14
104	180	79	8.34
608	452	3	11.31
219	310	4	6.97
112	5612	4	13.55
6216	555	3	32.91
1386	105	12	6.79
608	571	3	12.48
2634	119	5	11.02
4394	105	5	9.33
108	8055	3	8.58
1669	128	5	13.36
1246	873	4	28.14
126	2661	4	9.91
5791	115	3	6.9
109	472	20	8.32
110	1159	13	15.81
106	5889	4	7.84
101	248	82	18.31
57	2162	5	12.37
110	7422	3	9.18
3844	1384	3	30.52
244	1242	4	18.14
110	7490	3	9.18
1419	105	12	6.79
741	184	4	10.76
463	13	7	14.11
175	559	42	358.71
2870	2	3	7.15
1475	178	3	9.75
1820	777	3	20.97
140	115	62	11.86
639	452	3	11.63
512	398	3	9.61
463	263	4	11.53
512	458	5	22.69
1622	234	3	13.43
366	463	3	8.53
199	1356	4	16.46
264	460	4	11.2
104	5916	4	6.95
103	453	35	12.69
2675	109	6	8.02
7324	111	3	10.29
274	114	48	71.45
2263	107	8	7.91
2606	16	4	9.52
226	322	4	7.92
663	246	3	8.11
1573	1071	3	22.18
107	7776	3	6.95
548	1074	5	32.41
118	5116	3	9.21
118	3064	4	7.78
1405	193	3	10.64
8	9	672	4512.16
114	498	16	9.11
431	551	3	10.39
1231	102	17	13.18
12	1446	15	7.55
1119	12	18	10.15
194	12	99	19.25
106	1152	15	9.94
103	204	75	17.22
116	3328	4	6.83
119	4451	3	7.21
6083	116	4	15.46
118	4859	3	7.2
453	350	3	8.24
122	3820	3	6.85
8	419	10	7.84
118	2807	4	6.73
925	107	15	7.63
1798	165	3	11.07
177	192	7	8.28
174	1140	4	13.36
701	156	6	16.76
105	5359	4	7.46
950	553	3	14.74
745	118	14	24.13
1130	102	16	7.41
198	494	4	8.82
985	175	3	7.41
5765	106	4	7.84
1105	126	7	13.69
106	6146	4	7.84
668	786	6	39.8
1462	146	3	7.87
6129	105	4	7.46
1959	115	6	10.04
497	286	6	23.56
109	220	49	33.44
101	396	56	24.69
210	644	3	7.35
104	1242	14	7.86
101	456	50	25.73
278	282	14	63.72
955	610	3	15.49
3968	123	3	7.76
2092	142	3	9.33
149	210	11	20.5
1152	106	15	9.94
2692	108	8	17.15
1375	155	3	8.15
1760	108	8	7.04
463	381	3	8.71
391	398	6	24.2
197	714	3	6.95
242	1068	3	10.71
105	2056	10	9.85
124	218	27	35.12
391	458	3	8.78
117	1296	8	10.83
102	4248	5	6.8
439	83	3	8.03
449	415	43	452.44
298	245	5	11.55
110	258	35	14.82
192	1393	5	23.56
657	119	11	10.27
1361	194	3	10.29
198	1181	3	9.83
233	1188	4	17.45
115	3477	5	10.75
621	149	8	25.35
7134	110	3	9.18
244	180	14	42.25
440	989	6	39.33
1002	258	3	10.77
117	534	14	11.95
128	815	6	10.34
659	1513	3	18.49
326	3311	3	20.48
1452	213	5	25.64
114	3780	4	7.33
206	106	70	24.98
535	189	4	9.08
168	766	4	9.6
220	1186	3	11.09
352	540	3	9.14
1321	6713	3	38.45
116	4550	4	10.77
364	846	3	11.48
12	114	1086	34.21
155	581	8	23.5
974	113	13	15.18
1255	160	3	7.89
5447	107	4	9.27
12	181	107	11.77
106	392	40	22.27
12	224	82	26.72
113	1306	9	8.83
12	283	67	24.89
234	309	13	55.63
774	177	4	10.56
121	179	26	6.83
8	1129	7	12.54
456	527	42	473.96
114	1589	7	7.14
6787	107	3	6.95
2163	113	8	16.04
184	102	125	88.28
594	16	8	7.3
3155	9	3	7.06
463	6194	3	32.1
2459	217	3	15.41
241	703	3	8.43
1068	242	3	10.71
190	6759	3	26.08
105	4648	5	9.33
132	999	5	11.05
107	599	27	21.99
4271	120	3	7.61
102	4128	5	6.8
682	154	5	11.59
105	129	192	6.63
1546	206	3	11.67
3263	116	4	8.44
266	139	7	7.49
181	1791	3	11.04
2503	102	9	7.15
1955	133	3	7.7
111	551	17	11.57
1540	471	5	33.93
105	275	46	11.52
124	2070	4	7.85
1201	325	3	13.22
206	664	3	6.92
116	127	94	7.76
1331	104	13	6.75
106	2288	9	9.1
271	756	3	9.48
115	6092	4	14.74
395	343	3	7.46
1391	4249	5	65.41
119	1367	6	6.75
109	8162	3	8.98
119	1425	6	7.37
112	7548	3	10.16
105	2990	7	8.03
107	297	42	17.71
111	2857	4	6.87
305	427	3	7.15
156	119	43	21.73
624	112	14	7.19
107	105	1365	32.03
3169	110	6	13.11
3657	103	6	9.55
200	474	6	18.14
3309	105	7	13.06
2265	119	5	8.67
523	132	6	8.24
141	410	6	8.59
12	612	31	8.17
165	594	4	8.4
228	276	4	6.82
109	3238	7	20.96
115	1118	9	7.9
488	727	3	12.77
4	161	6	9.88
115	1170	9	9.45
475	157	5	8.64
530	169	5	10.93
123	101	570	9.84
4902	21	5	36.55
1180	105	15	10.5
102	487	35	9.93
8	880	7	9.24
2298	119	5	8.67
9	1837	4	6.64
108	4792	4	6.98
4501	124	3	9.49
117	5519	3	8.45
405	115	17	7.39
236	381	4	9.09
193	387	4	7.01
114	713	18	23.02
263	413	6	20.58
4075	110	5	10.39
7680	108	3	8.58
154	101	170	15.94
634	106	23	11.41
5769	105	4	7.46
361	372	42	381.05
103	707	26	13.93
1056	250	3	10.9
103	655	23	7.03
114	4675	4	9.6
108	385	32	24.04
157	399	5	7.23
372	239	42	406.17
114	2607	5	6.9
102	4761	5	6.8
4910	118	3	7.2
3954	111	4	6.87
3464	102	7	9.52
905	104	22	20.27
3576	125	3	7.5
113	2219	6	7.6
113	4179	4	9.26
158	658	4	8.22
575	320	3	8.79
1482	418	3	16.3
204	361	42	308.73
227	2892	8	74.5
881	1959	4	34.51
6139	120	3	9.63
119	156	43	21.73
150	549	7	17.61
458	504	3	10.2
1	6178	4	36.53
318	118	17	10.06
126	2405	5	13.81
622	737	3	13.94
215	2048	3	14.06
118	706	13	17.96
2904	208	3	16.5
3194	109	7	20.96
212	2272	3	14.75
267	491	4	11.67
2072	104	10	8.73
108	188	83	80.55
875	111	15	19.15
291	816	3	10.07
638	305	3	9.15
2	1362	5	8.86
6270	1069	3	37.14
103	4215	5	7.96
513	107	32	28.28
113	2474	6	8.91
110	1786	9	11.75
2335	133	4	14.42
116	7301	3	11.59
4827	109	4	7.47
192	884	4	12.97
1704	6666	3	40.12
1317	105	14	11.06
321	885	5	24.11
102	110	1288	86.01
590	153	4	6.67
107	7326	3	6.95
376	106	45	31.57
121	1749	6	9.59
873	138	4	7.8
376	39	3	6.91
190	1337	3	10.6
161	398	6	10.89
4860	612	3	26.8
184	1691	3	11.31
161	458	7	16.58
332	280	11	48.06
102	302	61	30.74
187	427	5	11.12
236	336	5	12.86
57	589	8	7.25
834	573	3	14.48
3125	105	8	14.93
949	506	3	14.33
253	101	81	20.04
115	108	448	18.58
606	378	3	9.92
21	4907	5	36.55
371	411	4	12.97
227	351	4	8.31
1066	289	4	17.96
247	655	3	8.37
126	987	7	11.74
301	641	4	14.59
658	2948	3	24.84
113	619	17	14.15
14	331	68	8.27
614	338	3	9.63
1205	128	5	10.39
190	501	5	12.75
4739	108	4	6.98
14	128	418	14.87
121	871	8	6.87
200	124	25	23.2
400	818	4	18.92
347	106	39	13.51
866	101	26	7.82
418	8	10	8.11
1012	108	12	7.62
1895	151	3	9.52
4434	105	5	9.33
4183	185	3	19
3630	8	3	8.07
200	171	7	7.95
12	1047	20	9.26
106	648	22	9.21
141	234	13	24.65
120	194	31	21.87
115	7690	3	11.06
883	13	26	187.83
1007	496	3	14.59
12	945	22	8.66
7271	112	3	10.16
1660	153	5	20.35
2198	101	11	7.25
5954	105	4	7.46
491	158	5	9.39
1813	12	12	7.8
5759	118	3	9.21
324	740	3	11.08
3949	165	3	16.57
102	3659	6	8.16
105	377	37	11.31
6187	306	3	29.81
168	394	8	20.58
1380	1032	5	41.37
146	706	5	10.83
224	199	6	9.74
4034	116	4	8.44
3440	107	6	8.92
1942	109	7	7.19
433	469	3	9.62
952	122	8	10.78
13	881	7	22.35
3152	111	4	6.87
4188	107	5	11.59
5748	116	3	7.41
2444	160	3	11.9
101	1984	12	7.91
130	2005	3	7.11
609	305	3	8.99
265	676	4	13.65
506	277	3	7.64
244	988	3	10.59
1578	1671	4	36.46
781	244	5	19.91
313	223	4	6.97
107	1386	12	10.99
125	400	9	7.12
107	1438	14	18.88
39	376	3	6.91
108	2797	6	7.34
102	358	52	26.05
5100	115	3	6.9
8022	115	3	11.06
107	1490	11	9.39
107	7652	3	6.95
102	477	40	20.46
1108	108	13	12.34
187	108	47	6.95
236	512	3	7
1837	4254	4	49.54
750	220	3	8.32
2	4003	3	9.19
104	5580	4	6.95
398	310	6	21.5
126	607	12	19.85
136	1615	3	7.34
135	890	4	7.32
576	1116	4	24.06
208	110	39	9.94
1830	1486	3	25.21
4662	110	4	7.73
1907	101	13	8.57
106	1794	11	9.85
5508	105	4	7.46
277	576	3	8.56
372	114	50	119.57
2579	154	3	12.21
1427	114	10	15.15
108	567	19	9.09
757	179	3	6.88
163	104	99	12.55
6351	107	3	6.95
3722	102	6	8.16
633	854	3	14.79
296	414	4	11.36
105	1419	12	6.79
2167	3078	3	34.14
740	154	4	8.5
109	747	17	14.28
318	109	33	19.36
1302	122	6	7.93
468	9	9	8.29
1588	9	6	13.22
3616	102	6	8.16
158	613	4	7.42
3179	5009	4	61.03
12	3225	7	7.65
395	1232	6	40.92
1177	640	4	25.33
643	3183	3	24.48
221	311	4	9.96
497	608	3	11.67
122	6775	3	14.62
692	674	3	14.1
196	296	5	8.36
118	1652	7	12.54
117	997	11	17.83
111	370	22	10.26
112	3894	4	6.73
9	4281	3	9.61
105	251	59	25.36
2475	143	3	10.63
206	787	3	7.93
593	107	25	17.61
105	208	59	7.71
440	482	13	86.28
1201	150	3	6.9
1069	2875	4	38.65
115	5961	3	6.9
12	2537	8	8.75
1003	370	3	12.72
665	418	4	17.43
5186	383	4	41.62
312	1207	3	13.06
289	109	28	6.98
7275	120	3	13.93
1275	109	11	11.13
562	592	4	18.84
110	844	15	12.6
1366	112	9	9.21
174	961	4	11.95
1078	128	5	9.48
105	3119	7	8.03
1022	213	4	15.53
124	3367	3	8.05
7991	110	3	9.18
6193	391	3	30.95
107	291	37	8.23
180	2144	3	12.72
866	422	3	12.69
551	45	3	8.97
105	2939	8	14.93
147	21	14	8.49
4	119	19	17.76
841	112	12	8.93
449	4318	5	53.29
123	124	84	19.46
364	210	4	7.97
1154	110	17	33.6
4038	108	5	14.3
921	138	8	28.06
2563	106	9	17.65
429	417	3	8.85
338	614	3	9.63
179	2927	3	14.98
2868	6544	3	44.08
126	2089	4	7.41
106	1100	15	8.49
12	659	31	11.5
9	777	9	13.99
263	1558	3	14.49
108	3823	5	9.44
132	286	8	7.63
206	2207	3	14.11
166	334	5	7.44
1454	282	4	20.92
111	2911	5	7.75
137	393	7	10.22
703	112	13	7.36
104	4508	5	8.68
811	103	22	11.4
16	3713	3	7.98
2028	101	12	7.91
4088	2	3	9.19
4649	105	5	9.33
319	331	4	10.25
120	323	20	20.05
111	290	27	11.85
125	3827	3	8.61
232	1327	3	11.85
108	1530	9	7.64
5462	104	4	6.95
527	204	43	384.22
1717	882	3	21.34
7326	107	3	6.95
210	1358	3	11.57
602	1475	3	17.93
151	261	7	8.76
110	1099	15	21.85
104	664	23	7.01
358	5089	4	40.67
6419	882	3	35.83
110	897	12	6.96
115	5706	3	6.9
5912	118	3	9.21
2	174	23	16.61
6547	122	3	14.62
119	1126	8	10.98
336	554	5	20.3
524	114	15	7.65
266	1156	3	12.74
5491	104	4	6.95
1664	135	5	17.34
105	1219	16	13.85
112	4784	4	8.96
133	1582	3	6.77
707	102	30	21.88
105	1270	13	7.99
1475	602	3	17.93
4318	294	5	48.86
9	3179	4	12.28
152	1616	4	14.65
6459	2138	3	41.78
1795	107	10	9.44
12	3480	7	7.65
103	4395	5	7.96
1975	177	3	11.95
1125	109	10	7.28
101	835	26	7.82
367	9	12	10.49
21	570	8	19.42
110	1791	9	11.75
5644	122	3	10.3
115	2921	5	8.88
1903	246	3	14.3
101	699	31	7.78
119	434	13	9.08
1486	244	3	12.83
134	424	6	7.57
105	6055	4	7.46
114	1089	13	19.85
102	227	73	22.21
370	697	3	10.46
2966	280	3	18.58
102	184	125	88.28
4519	108	4	6.98
156	1118	3	6.85
901	124	6	6.7
193	187	7	8.99
143	860	4	8.2
9	1971	4	7.27
600	220	3	7.22
301	642	3	9.38
855	1386	3	19.83
338	1705	3	16.25
1611	3651	4	45.56
398	391	6	24.2
106	2049	9	6.98
1653	112	8	9.23
154	474	5	8.92
1	1571	4	19.35
115	119	200	8.01
116	4143	5	14.23
178	105	99	41.72
4336	115	4	14.74
2	3748	3	9.19
543	106	24	7.43
377	889	4	18.67
1467	3472	5	57.04
3053	108	6	9.25
3025	130	3	9.73
959	108	12	6.82
910	406	3	12.91
318	992	3	12.19
515	105	27	7.82
307	1520	3	14.38
115	2460	6	10.04
103	4729	5	7.96
6969	112	3	10.16
644	101	34	9.23
428	949	4	20.45
158	475	5	9.03
1666	1230	3	23.12
719	1594	4	28.88
728	108	15	7.28
111	2073	7	9.69
3212	6459	3	45.11
219	1456	3	12.71
168	1712	3	10.39
232	901	4	15.18
633	105	24	8.78
3392	142	3	13.02
1329	103	15	11.27
502	101	43	11.18
102	4425	5	6.8
467	138	8	17.99
999	132	5	11.05
730	190	3	6.75
786	208	3	7.89
110	4100	5	10.39
306	481	3	7.99
3311	102	7	9.52
113	102	955	9.97
162	120	35	12.63
274	305	4	8.42
2361	354	3	18.23
207	154	11	18.01
5750	120	3	9.63
287	476	5	17.54
6774	744	3	35.16
8	12	454	14.45
108	4456	4	6.98
142	1138	4	10.24
673	570	3	12.66
102	791	23	8.59
4120	9	3	8.16
171	181	14	27.7
686	2113	3	20.94
102	687	30	21.88
104	4962	4	6.95
12	405	45	12.79
383	2881	8	83.85
106	266	45	14.72
115	8153	3	11.06
968	309	4	18.02
465	692	3	11.92
12	354	51	12.3
7665	113	3	10.41
2990	12	8	8.75
2496	109	7	10.26
1866	973	3	22.58
522	109	19	9.39
116	2349	5	7.02
113	7624	3	10.41
136	102	173	20.23
846	364	3	11.48
541	428	3	10.53
804	285	3	10.14
531	4	3	8.92
251	418	4	10.35
148	300	10	20.82
2343	482	3	20.2
284	57	12	6.75
122	2667	4	8.04
148	12	151	12.22
751	1611	6	50.41
284	176	5	6.75
1484	104	16	27.81
702	570	3	13
1343	185	3	9.87
1321	5106	3	33.95
5695	106	4	7.84
104	106	1847	128.63
1128	853	3	18.47
611	101	35	9.72
106	3075	7	8.64
5299	105	4	7.46
106	5171	4	7.84
265	14	86	10.47
116	912	12	14
753	716	3	14.83
151	714	5	11.71
279	639	3	8.94
2	621	7	7.39
4923	115	3	6.9
4753	505	5	54.15
111	6936	3	10.29
1296	103	16	12.52
128	941	5	7.95
117	157	37	6.85
112	3460	5	9.38
122	593	9	7.23
118	1461	6	7.36
122	442	12	10.01
110	185	48	11.94
104	559	42	73.16
130	1116	4	7.06
334	475	3	8.53
139	1610	3	7.22
1019	164	3	6.7
809	887	3	16.69
135	3949	3	13.36
6245	463	3	32.1
109	1365	9	7.49
991	338	8	53.32
622	1424	3	18.1
227	3231	3	18.3
105	755	22	11.32
3933	168	3	16.35
117	489	15	14.52
3709	105	6	11.19
664	213	3	7.55
860	106	19	10.58
626	591	37	472.44
535	146	7	16.55
6055	105	4	7.46
3513	146	3	13.35
396	334	3	7.6
122	338	20	24.58
111	7139	3	10.29
12	305	59	14.51
1168	328	7	44.66
120	1085	7	8.09
234	266	6	15.89
12	239	48	25.28
364	717	3	10.71
16	3640	3	9.42
1142	395	3	14.55
12	158	143	23.38
113	1104	11	14.16
643	190	36	322.95
4012	57	3	8.11
145	2467	3	10.68
12	113	1209	100.63
377	1542	4	23.2
7830	114	3	10.67
2708	127	3	8.88
269	102	58	10.85
106	516	34	25.25
223	268	5	10.21
846	217	3	8.72
1613	423	3	16.5
251	300	4	7.86
854	192	3	7.82
6509	3711	3	46.35
121	107	372	6.86
666	116	15	15.69
774	109	14	7.85
251	12	66	9.35
953	179	3	7.71
1967	135	3	8.51
2630	111	6	10.31
294	204	42	283.64
517	881	3	13.86
178	922	3	7.49
872	12	22	6.84
147	1923	3	9.16
341	109	27	11.34
237	163	6	6.89
106	1151	15	9.94
126	113	145	6.83
103	125	324	9.02
1963	558	3	20.37
102	866	22	9.32
4224	104	5	8.68
2802	116	7	18.15
3592	111	5	12.14
108	4351	3	8.58
1654	253	3	13.63
745	235	4	14.93
118	4910	3	7.2
441	629	3	11.43
4231	1401	4	47.04
8	418	10	8.11
1277	283	3	12.76
109	301	36	24.66
497	236	3	6.65
621	1465	3	17.93
106	4017	6	11.77
104	1319	13	6.75
110	7544	3	9.18
1177	185	4	14.69
8216	117	3	12.69
123	3284	3	6.67
104	1116	21	29.46
278	106	53	26
3839	108	5	9.44
706	146	5	10.83
2643	151	3	11.93
109	14	2176	53.71
783	105	22	14.28
356	561	3	9.23
7423	108	3	8.58
149	191	8	7.51
197	849	3	7.67
280	1486	3	13.84
1089	153	3	6.64
257	157	6	6.7
477	108	22	10.3
701	274	3	9.06
125	998	7	11.86
277	2126	6	43.47
350	693	3	10.45
102	1093	17	8.33
149	2983	3	13.28
9	1231	6	10.28
1241	112	9	8.28
1843	3401	3	31.07
112	750	19	26.52
1078	1890	4	33.71
143	205	9	9.09
4615	103	5	7.96
459	101	46	15.42
121	1522	7	11.49
122	3678	6	29.26
102	958	19	6.78
1527	108	9	7.64
104	6057	4	6.95
194	267	5	7.61
135	367	11	23.98
591	128	6	7.28
116	5395	3	7.41
103	182	91	14.14
264	8	15	10.79
7823	112	3	10.16
126	153	28	12.66
183	1816	3	12.18
103	115	786	15.14
1717	1552	3	24.71
203	107	117	225.3
4900	102	5	6.8
149	57	33	22.48
124	143	32	12.66
219	1187	3	10.92
568	104	26	6.76
